Sample ID,Purcell Factor
T10,1.010664341503187
T11,1.0196085670967918
T14,
T15,0.9415818521357898
T16,0.922741453805328
T2,0.9379870217704512
T20,
T21,0.9157157123359945
T22,0.924205206477479
T23,0.9189231846606255
T24,0.9312527422537077
T25,1.0664786752206434
T26,1.0458982324854382
T27,1.0264503871741417
T28,1.0633416295913205
T29,0.9786183743613968
T4,1.0422237510087669
T5,1.0361820108565918
T6,1.0651164033856835
T7,1.1005833367058069
T8,1.0105612222635323
